subject_1,subject_2,number_students,PPE_TakingSubj2,PPE_NOTTakingSubj2,Performance_Diff
Information & Communications Technology,Geology,0,NA,NA,NA
Information & Communications Technology,German,0,NA,NA,NA
Information & Communications Technology,Government & Politics,0,NA,NA,NA
Information & Communications Technology,Gujarati,0,NA,NA,NA
Information & Communications Technology,History,0,NA,NA,NA
Information & Communications Technology,History of Art,0,NA,NA,NA
Information & Communications Technology,Home Economics: Food,0,NA,NA,NA
Information & Communications Technology,Irish,0,NA,NA,NA
Information & Communications Technology,Italian,0,NA,NA,NA
Information & Communications Technology,Japanese,0,NA,NA,NA
Information & Communications Technology,Latin,0,NA,NA,NA
Information & Communications Technology,Law,0,NA,NA,NA
Information & Communications Technology,Logic/ Philosophy,0,NA,NA,NA
Information & Communications Technology,Mathematics,0,NA,NA,NA
Information & Communications Technology,Mathematics (Further),0,NA,NA,NA
Information & Communications Technology,Mathematics (Statistics),0,NA,NA,NA
Information & Communications Technology,Media/Film/Tv Studies,0,NA,NA,NA
Information & Communications Technology,Modern Greek,0,NA,NA,NA
Information & Communications Technology,Modern Hebrew,0,NA,NA,NA
Information & Communications Technology,Music,0,NA,NA,NA
Information & Communications Technology,Music Technology,0,NA,NA,NA
Information & Communications Technology,Other Classical Languages,0,NA,NA,NA
Information & Communications Technology,Persian,0,NA,NA,NA
Information & Communications Technology,Physical Education/Sports Studies,0,NA,NA,NA
Information & Communications Technology,Physics,0,NA,NA,NA
Information & Communications Technology,Polish,0,NA,NA,NA
Information & Communications Technology,Portuguese,0,NA,NA,NA
Information & Communications Technology,Psychology,0,NA,NA,NA
Information & Communications Technology,Punjabi,0,NA,NA,NA
Information & Communications Technology,Religious Studies,0,NA,NA,NA
Information & Communications Technology,Russian,0,NA,NA,NA
Information & Communications Technology,Sociology,0,NA,NA,NA
Information & Communications Technology,Spanish,0,NA,NA,NA
Information & Communications Technology,Turkish,0,NA,NA,NA
Information & Communications Technology,Urdu,0,NA,NA,NA
Irish,Accounting/Finance,0,NA,NA,NA
Irish,Ancient History,0,NA,NA,NA
Irish,Arabic,0,NA,NA,NA
Irish,Art & Design,0,NA,NA,NA
Irish,Art & Design (3d Studies),0,NA,NA,NA
Irish,Art & Design (Critical Studies),0,NA,NA,NA
Irish,Art & Design (Fine Art),0,NA,NA,NA
Irish,Art & Design (Graphics),0,NA,NA,NA
Irish,Art & Design (Photography),0,NA,NA,NA
Irish,Art & Design (Textiles),0,NA,NA,NA
Irish,Bengali,0,NA,NA,NA
Irish,Biology,0,NA,NA,NA
Irish,Business  Studies:Single,0,NA,NA,NA
Irish,Chemistry,0,NA,NA,NA
Irish,Chinese,0,NA,NA,NA
Irish,Classical Civilisation,0,NA,NA,NA
Irish,Classical Greek,0,NA,NA,NA
Irish,Computer Studies/Computing,0,NA,NA,NA
Irish,D&T Engineering,0,NA,NA,NA
Irish,D&T Product Design,0,NA,NA,NA
Irish,D&T Textiles Technology,0,NA,NA,NA
Irish,Dance,0,NA,NA,NA
Irish,Design & Technology,0,NA,NA,NA
Irish,Drama & Theatre Studies,0,NA,NA,NA
Irish,Economics,0,NA,NA,NA
Irish,Electronics,0,NA,NA,NA
Irish,English Language,0,NA,NA,NA
Irish,English Language & Literature,0,NA,NA,NA
Irish,English Literature,0,NA,NA,NA
Irish,Environmental Science,0,NA,NA,NA
Irish,Film Studies,0,NA,NA,NA
Irish,French,0,NA,NA,NA
Irish,Geography,0,NA,NA,NA
Irish,Geology,0,NA,NA,NA
Irish,German,0,NA,NA,NA
Irish,Government & Politics,0,NA,NA,NA
Irish,Gujarati,0,NA,NA,NA
Irish,History,0,NA,NA,NA
Irish,History of Art,0,NA,NA,NA
Irish,Home Economics: Food,0,NA,NA,NA
Irish,Information & Communications Technology,0,NA,NA,NA
Irish,Italian,0,NA,NA,NA
Irish,Japanese,0,NA,NA,NA
Irish,Latin,0,NA,NA,NA
Irish,Law,0,NA,NA,NA
Irish,Logic/ Philosophy,0,NA,NA,NA
Irish,Mathematics,0,NA,NA,NA
Irish,Mathematics (Further),0,NA,NA,NA
Irish,Mathematics (Statistics),0,NA,NA,NA
Irish,Media/Film/Tv Studies,0,NA,NA,NA
Irish,Modern Greek,0,NA,NA,NA
Irish,Modern Hebrew,0,NA,NA,NA
Irish,Music,0,NA,NA,NA
Irish,Music Technology,0,NA,NA,NA
Irish,Other Classical Languages,0,NA,NA,NA
Irish,Persian,0,NA,NA,NA
Irish,Physical Education/Sports Studies,0,NA,NA,NA
Irish,Physics,0,NA,NA,NA
Irish,Polish,0,NA,NA,NA
Irish,Portuguese,0,NA,NA,NA
Irish,Psychology,0,NA,NA,NA
Irish,Punjabi,0,NA,NA,NA
Irish,Religious Studies,0,NA,NA,NA
Irish,Russian,0,NA,NA,NA
Irish,Sociology,0,NA,NA,NA
Irish,Spanish,0,NA,NA,NA
Irish,Turkish,0,NA,NA,NA
Irish,Urdu,0,NA,NA,NA
Italian,Accounting/Finance,23,52.53,46.34,6.19
Italian,Ancient History,22,56.24,53.4,2.84
Italian,Arabic,13,43.51,49.04,-5.53
Italian,Art & Design,72,42.83,47.97,-5.14
Italian,Art & Design (3d Studies),22,52.38,49.54,2.84
Italian,Art & Design (Critical Studies),0,NA,49.91,NA
Italian,Art & Design (Fine Art),233,55.69,54.95,0.74
Italian,Art & Design (Graphics),89,57.63,54.75,2.88
Italian,Art & Design (Photography),77,51.09,51.6,-0.51
Italian,Art & Design (Textiles),43,43.14,52.31,-9.17
Italian,Bengali,7,49.47,49.98,-0.51
Italian,Biology,686,55.13,54.37,0.76
Italian,Business  Studies:Single,392,48.18,49.12,-0.94
Italian,Chemistry,680,51.13,48.18,2.95
Italian,Chinese,0,NA,54.05,NA
Italian,Classical Civilisation,52,56.3,52.47,3.83
Italian,Classical Greek,8,58.73,49.22,9.51
Italian,Computer Studies/Computing,196,52.64,53.55,-0.91
Italian,D&T Engineering,8,61.08,51.57,9.51
Italian,D&T Product Design,116,45.42,47.75,-2.33
Italian,D&T Textiles Technology,8,59.32,49.81,9.51
Italian,Dance,7,53.96,54.47,-0.51
Italian,Design & Technology,0,NA,49.93,NA
Italian,Drama & Theatre Studies,123,56.85,53.75,3.1
Italian,Economics,597,52.56,51.36,1.2
Italian,Electronics,0,NA,47.23,NA
Italian,English Language,40,48.11,51.99,-3.88
Italian,English Language & Literature,74,51.31,47.76,3.55
Italian,English Literature,433,47.37,46.12,1.25
Italian,Environmental Science,16,59.56,50.03,9.53
Italian,Film Studies,39,56.93,49.38,7.55
Italian,French,425,51.38,46.07,5.31
Italian,Geography,175,56.53,55.32,1.21
Italian,Geology,0,NA,52.7,NA
Italian,German,53,51.59,46.32,5.27
Italian,Government & Politics,270,54.28,50.8,3.48
Italian,Gujarati,0,NA,50.26,NA
Italian,History,434,59.32,53.92,5.4
Italian,History of Art,47,56.08,48.18,7.9
Italian,Home Economics: Food,0,NA,54.57,NA
Italian,Information & Communications Technology,0,NA,54.63,NA
Italian,Irish,0,NA,45.66,NA
Italian,Japanese,0,NA,51.94,NA
Italian,Latin,54,60.4,53.69,6.71
Italian,Law,145,50.39,49.37,1.02
Italian,Logic/ Philosophy,42,47.33,47.85,-0.52
Italian,Mathematics,1236,53.21,49.89,3.32
Italian,Mathematics (Further),154,55.79,49.6,6.19
Italian,Mathematics (Statistics),0,NA,54.86,NA
Italian,Media/Film/Tv Studies,94,49.57,54.47,-4.9
Italian,Modern Greek,0,NA,47.29,NA
Italian,Modern Hebrew,8,63.75,54.24,9.51
Italian,Music,69,56.02,49.77,6.25
Italian,Music Technology,19,41.22,48.43,-7.21
Italian,Other Classical Languages,0,NA,52.43,NA
Italian,Persian,7,52.03,52.54,-0.51
Italian,Physical Education/Sports Studies,28,52.1,52.61,-0.51
Italian,Physics,417,52.1,48.62,3.48
Italian,Polish,0,NA,47.98,NA
Italian,Portuguese,7,45.78,46.29,-0.51
Italian,Psychology,748,51.53,53.89,-2.36
Italian,Punjabi,33,37.13,52.78,-15.65
Italian,Religious Studies,218,53.38,49.58,3.8
Italian,Russian,14,51.97,52.47,-0.5
Italian,Sociology,326,51.27,53.61,-2.34
Italian,Spanish,669,53.74,49.39,4.35
Italian,Turkish,0,NA,46.04,NA
Italian,Urdu,8,55.56,46.06,9.5
Japanese,Accounting/Finance,0,NA,47.79,NA
Japanese,Ancient History,0,NA,57.43,NA
Japanese,Arabic,0,NA,51.89,NA
Japanese,Art & Design,44,51.25,50.56,0.69
Japanese,Art & Design (3d Studies),0,NA,52.15,NA
Japanese,Art & Design (Critical Studies),8,60.03,52.64,7.39
Japanese,Art & Design (Fine Art),107,47.95,47.96,-0.01
Japanese,Art & Design (Graphics),21,46.8,49.54,-2.74
Japanese,Art & Design (Photography),37,52.63,51.25,1.38
Japanese,Art & Design (Textiles),7,48.22,50.91,-2.69
Japanese,Bengali,0,NA,48,NA
Japanese,Biology,172,57.89,56.91,0.98
Japanese,Business  Studies:Single,75,50.72,48.2,2.52
Japanese,Chemistry,245,56,54.3,1.7
Japanese,Chinese,27,51.38,56.72,-5.34
Japanese,Classical Civilisation,21,48.74,51.48,-2.74
Japanese,Classical Greek,0,NA,53.27,NA
Japanese,Computer Studies/Computing,21,49.48,52.21,-2.73
Japanese,D&T Engineering,7,49.3,51.99,-2.69
Japanese,D&T Product Design,24,61.35,53.85,7.5
Japanese,D&T Textiles Technology,0,NA,50.14,NA
Japanese,Dance,0,NA,52.11,NA
Japanese,Design & Technology,0,NA,52.67,NA
Japanese,Drama & Theatre Studies,7,54.18,56.87,-2.69
Japanese,Economics,170,56.31,54.28,2.03
Japanese,Electronics,0,NA,50.03,NA
Japanese,English Language,4,15.81,48.74,-32.93
Japanese,English Language & Literature,23,51.97,47.89,4.08
Japanese,English Literature,115,52.96,57.42,-4.46
Japanese,Environmental Science,0,NA,55.4,NA
Japanese,Film Studies,5,26.77,49.61,-22.84
Japanese,French,24,61.86,54.36,7.5
Japanese,Geography,55,56.91,50.68,6.23
Japanese,Geology,0,NA,48.98,NA
Japanese,German,10,34.59,57.62,-23.03
Japanese,Government & Politics,51,48.68,48.48,0.2
Japanese,Gujarati,0,NA,48.61,NA
Japanese,History,73,53.3,52.94,0.36
Japanese,History of Art,46,57.06,52.87,4.19
Japanese,Home Economics: Food,0,NA,51.12,NA
Japanese,Information & Communications Technology,0,NA,50.48,NA
Japanese,Irish,0,NA,55.36,NA
Japanese,Italian,0,NA,49.84,NA
Japanese,Latin,0,NA,48.72,NA
Japanese,Law,22,49.53,48.85,0.68
Japanese,Logic/ Philosophy,24,59.59,52.09,7.5
Japanese,Mathematics,585,51.48,45.04,6.44
Japanese,Mathematics (Further),94,53.67,47.43,6.24
Japanese,Mathematics (Statistics),8,63.89,56.5,7.39
Japanese,Media/Film/Tv Studies,6,43.54,56.3,-12.76
Japanese,Modern Greek,0,NA,50.76,NA
Japanese,Modern Hebrew,0,NA,52.27,NA
Japanese,Music,30,52.16,49.75,2.41
Japanese,Music Technology,8,62.7,55.32,7.38
Japanese,Other Classical Languages,0,NA,49.84,NA
Japanese,Persian,0,NA,56.29,NA
Japanese,Physical Education/Sports Studies,7,47.68,50.37,-2.69
Japanese,Physics,176,57.92,54.3,3.62
Japanese,Polish,0,NA,48.47,NA
Japanese,Portuguese,0,NA,51.79,NA
Japanese,Psychology,117,58.41,54.66,3.75
Japanese,Punjabi,0,NA,50.41,NA
Japanese,Religious Studies,34,50.27,55.13,-4.86
Japanese,Russian,0,NA,56.11,NA
Japanese,Sociology,22,50.48,49.8,0.68
Japanese,Spanish,32,63.31,55.75,7.56
Japanese,Turkish,0,NA,49.12,NA
Japanese,Urdu,0,NA,55.22,NA
Latin,Accounting/Finance,0,NA,43.85,NA
Latin,Ancient History,63,53.41,50.37,3.04
Latin,Arabic,0,NA,51.85,NA
Latin,Art & Design,59,39.78,47.86,-8.08
Latin,Art & Design (3d Studies),0,NA,50.04,NA
Latin,Art & Design (Critical Studies),0,NA,50.56,NA
Latin,Art & Design (Fine Art),142,44.41,47.39,-2.98
Latin,Art & Design (Graphics),0,NA,48.94,NA
Latin,Art & Design (Photography),7,50.97,47.96,3.01
Latin,Art & Design (Textiles),5,28.41,45.43,-17.02
Latin,Bengali,0,NA,48.94,NA
Latin,Biology,737,48.32,51.25,-2.93
Latin,Business  Studies:Single,34,35.82,46.22,-10.4
Latin,Chemistry,844,45.47,46.27,-0.8
Latin,Chinese,37,52.31,45.26,7.05
Latin,Classical Civilisation,747,45.08,47.31,-2.23
Latin,Classical Greek,1018,58.23,49.45,8.78
Latin,Computer Studies/Computing,163,42.01,43.44,-1.43
Latin,D&T Engineering,0,NA,44.71,NA
Latin,D&T Product Design,17,32.99,43.35,-10.36
Latin,D&T Textiles Technology,0,NA,44.45,NA
Latin,Dance,0,NA,49.92,NA
Latin,Design & Technology,0,NA,47.46,NA
Latin,Drama & Theatre Studies,129,49.32,48.4,0.92
Latin,Economics,372,39.19,44.35,-5.16
Latin,Electronics,6,43.96,50.96,-7
Latin,English Language,40,47.41,47.74,-0.33
Latin,English Language & Literature,15,57.76,49.74,8.02
Latin,English Literature,1673,44.05,42.75,1.3
Latin,Environmental Science,6,11.74,48.82,-37.08
Latin,Film Studies,10,26.05,43.08,-17.03
Latin,French,830,54.04,49.23,4.81
Latin,Geography,177,44.32,47.85,-3.53
Latin,Geology,0,NA,48.91,NA
Latin,German,305,51.37,48.46,2.91
Latin,Government & Politics,380,43.5,42.2,1.3
Latin,Gujarati,0,NA,50.14,NA
Latin,History,1803,48.32,45.34,2.98
Latin,History of Art,100,44.82,44.48,0.34
Latin,Home Economics: Food,0,NA,48.15,NA
Latin,Information & Communications Technology,0,NA,50.81,NA
Latin,Irish,0,NA,45.11,NA
Latin,Italian,45,44.69,47.42,-2.73
Latin,Japanese,0,NA,45.43,NA
Latin,Law,0,NA,47.4,NA
Latin,Logic/ Philosophy,144,48.97,47.85,1.12
Latin,Mathematics,2035,44.67,42,2.67
Latin,Mathematics (Further),516,55.52,51.05,4.47
Latin,Mathematics (Statistics),0,NA,43.6,NA
Latin,Media/Film/Tv Studies,7,47.51,44.5,3.01
Latin,Modern Greek,0,NA,45.41,NA
Latin,Modern Hebrew,0,NA,49.34,NA
Latin,Music,233,48.22,48.66,-0.44
Latin,Music Technology,8,58.85,45.83,13.02
Latin,Other Classical Languages,0,NA,50.45,NA
Latin,Persian,0,NA,44.74,NA
Latin,Physical Education/Sports Studies,10,33.48,50.51,-17.03
Latin,Physics,405,48.2,50.17,-1.97
Latin,Polish,0,NA,48.29,NA
Latin,Portuguese,0,NA,48.43,NA
Latin,Psychology,256,37.27,45.1,-7.83
Latin,Punjabi,0,NA,49.28,NA
Latin,Religious Studies,431,45,43.96,1.04
Latin,Russian,93,51.79,47.18,4.61
Latin,Sociology,18,36.64,43.66,-7.02
Latin,Spanish,420,42.88,43.12,-0.24
Latin,Turkish,0,NA,45.22,NA
Latin,Urdu,0,NA,42.04,NA
Law,Accounting/Finance,734,29.09,30.06,-0.97
Law,Ancient History,341,28.93,29.21,-0.28
Law,Arabic,26,22.69,29.92,-7.23
Law,Art & Design,382,26.47,29.55,-3.08
Law,Art & Design (3d Studies),97,29.89,32.84,-2.95
Law,Art & Design (Critical Studies),0,NA,32.77,NA
Law,Art & Design (Fine Art),972,29.64,30.47,-0.83
Law,Art & Design (Graphics),375,30,32.29,-2.29
Law,Art & Design (Photography),682,22.16,28.05,-5.89
Law,Art & Design (Textiles),302,27.92,30.24,-2.32
Law,Bengali,0,NA,28.48,NA
Law,Biology,3265,40.95,34.4,6.55
Law,Business  Studies:Single,12914,32.29,33.78,-1.49
Law,Chemistry,1124,33.61,26.7,6.91
Law,Chinese,34,25.54,27.53,-1.99
Law,Classical Civilisation,689,40.17,34.67,5.5
Law,Classical Greek,0,NA,27.37,NA
Law,Computer Studies/Computing,946,32.1,31.46,0.64
Law,D&T Engineering,16,16.57,27.14,-10.57
Law,D&T Product Design,246,27.13,30.91,-3.78
Law,D&T Textiles Technology,17,40.76,34.66,6.1
Law,Dance,100,26.73,26.29,0.44
Law,Design & Technology,0,NA,28.85,NA
Law,Drama & Theatre Studies,797,32.86,29.06,3.8
Law,Economics,5695,37.14,34.97,2.17
Law,Electronics,18,28.22,33.78,-5.56
Law,English Language,4655,33.05,33.77,-0.72
Law,English Language & Literature,2359,29.94,29.38,0.56
Law,English Literature,8648,35.51,32.46,3.05
Law,Environmental Science,153,29.2,26.31,2.89
Law,Film Studies,604,29.84,29.11,0.73
Law,French,763,35.35,28.97,6.38
Law,Geography,3253,29.58,28.19,1.39
Law,Geology,41,30.44,35.45,-5.01
Law,German,194,35.59,29.66,5.93
Law,Government & Politics,6836,36.63,35.07,1.56
Law,Gujarati,0,NA,27.93,NA
Law,History,12627,38.06,34.19,3.87
Law,History of Art,24,44.38,34.95,9.43
Law,Home Economics: Food,0,NA,33.59,NA
Law,Information & Communications Technology,0,NA,25.9,NA
Law,Irish,0,NA,26.67,NA
Law,Italian,97,25.72,27.28,-1.56
Law,Japanese,14,30.85,34.75,-3.9
Law,Latin,0,NA,27.16,NA
Law,Logic/ Philosophy,728,33.01,27.83,5.18
Law,Mathematics,4868,36.89,28.82,8.07
Law,Mathematics (Further),161,44.56,31.1,13.46
Law,Mathematics (Statistics),182,32.3,34.45,-2.15
Law,Media/Film/Tv Studies,1666,24.12,29.75,-5.63
Law,Modern Greek,17,19.81,27.88,-8.07
Law,Modern Hebrew,0,NA,35.36,NA
Law,Music,214,32.55,31.65,0.9
Law,Music Technology,91,31.15,28.18,2.97
Law,Other Classical Languages,0,NA,32.82,NA
Law,Persian,0,NA,31.79,NA
Law,Physical Education/Sports Studies,1181,34.06,31.27,2.79
Law,Physics,633,40.6,35.36,5.24
Law,Polish,159,32.54,34.62,-2.08
Law,Portuguese,18,19.2,33.77,-14.57
Law,Psychology,21177,29.64,27.74,1.9
Law,Punjabi,19,22.62,25.68,-3.06
Law,Religious Studies,2703,32.16,30.56,1.6
Law,Russian,42,33.44,31.51,1.93
Law,Sociology,14190,23.85,26.28,-2.43
Law,Spanish,1135,37.04,30.99,6.05
Law,Turkish,37,25.89,35.35,-9.46
Law,Urdu,17,35.8,29.69,6.11
Logic/ Philosophy,Accounting/Finance,11,13.8,30.9,-17.1
Logic/ Philosophy,Ancient History,244,32.25,34.07,-1.82
Logic/ Philosophy,Arabic,4,23.23,36.99,-13.76
Logic/ Philosophy,Art & Design,349,34.64,36.19,-1.55
Logic/ Philosophy,Art & Design (3d Studies),58,35.26,31.01,4.25
Logic/ Philosophy,Art & Design (Critical Studies),35,34.69,38.45,-3.76
Logic/ Philosophy,Art & Design (Fine Art),957,35.76,34.66,1.1
Logic/ Philosophy,Art & Design (Graphics),200,29.86,37.04,-7.18
Logic/ Philosophy,Art & Design (Photography),264,27.61,36.51,-8.9
Logic/ Philosophy,Art & Design (Textiles),235,30.75,36.83,-6.08
Logic/ Philosophy,Bengali,0,NA,33.32,NA
Logic/ Philosophy,Biology,1644,43.12,37.82,5.3
Logic/ Philosophy,Business  Studies:Single,760,26.57,35.63,-9.06
Logic/ Philosophy,Chemistry,966,47.69,38.35,9.34
Logic/ Philosophy,Chinese,54,44.81,38.56,6.25
Logic/ Philosophy,Classical Civilisation,857,36.56,37.07,-0.51
Logic/ Philosophy,Classical Greek,0,NA,30.35,NA
Logic/ Philosophy,Computer Studies/Computing,359,37.76,36.34,1.42
Logic/ Philosophy,D&T Engineering,0,NA,37.12,NA
Logic/ Philosophy,D&T Product Design,145,36.13,37.76,-1.63
Logic/ Philosophy,D&T Textiles Technology,0,NA,33.67,NA
Logic/ Philosophy,Dance,19,24.81,31.08,-6.27
Logic/ Philosophy,Design & Technology,0,NA,36.56,NA
Logic/ Philosophy,Drama & Theatre Studies,641,32.53,30.44,2.09
Logic/ Philosophy,Economics,1949,40.03,35.71,4.32
Logic/ Philosophy,Electronics,6,7.62,31.39,-23.77
Logic/ Philosophy,English Language,703,28.61,32.23,-3.62
Logic/ Philosophy,English Language & Literature,644,29.63,35.17,-5.54
Logic/ Philosophy,English Literature,4866,39.98,35.24,4.74
Logic/ Philosophy,Environmental Science,41,41.28,36.45,4.83
Logic/ Philosophy,Film Studies,591,33.09,35.35,-2.26
Logic/ Philosophy,French,530,43.13,35.54,7.59
Logic/ Philosophy,Geography,974,32.79,33.46,-0.67
Logic/ Philosophy,Geology,32,32.36,32.79,-0.43
Logic/ Philosophy,German,191,46.45,35.11,11.34
Logic/ Philosophy,Government & Politics,2425,33.77,32.63,1.14
Logic/ Philosophy,Gujarati,0,NA,32.71,NA
Logic/ Philosophy,History,3724,35.44,31.28,4.16
Logic/ Philosophy,History of Art,156,45.02,37.12,7.9
Logic/ Philosophy,Home Economics: Food,0,NA,33.81,NA
Logic/ Philosophy,Information & Communications Technology,0,NA,30.11,NA
Logic/ Philosophy,Irish,0,NA,31.57,NA
Logic/ Philosophy,Italian,30,26.54,30.31,-3.77
Logic/ Philosophy,Japanese,20,48.78,35.85,12.93
Logic/ Philosophy,Latin,144,50.15,35.24,14.91
Logic/ Philosophy,Law,633,24.33,29.27,-4.94
Logic/ Philosophy,Mathematics,3494,43.17,33.52,9.65
Logic/ Philosophy,Mathematics (Further),739,48.95,36.27,12.68
Logic/ Philosophy,Mathematics (Statistics),10,28.36,32.12,-3.76
Logic/ Philosophy,Media/Film/Tv Studies,384,30.02,37.2,-7.18
Logic/ Philosophy,Modern Greek,0,NA,36.49,NA
Logic/ Philosophy,Modern Hebrew,7,50.62,34.37,16.25
Logic/ Philosophy,Music,323,40.28,35.97,4.31
Logic/ Philosophy,Music Technology,128,39.57,35.58,3.99
Logic/ Philosophy,Other Classical Languages,0,NA,32,NA
Logic/ Philosophy,Persian,5,32.57,36.33,-3.76
Logic/ Philosophy,Physical Education/Sports Studies,149,24.03,28.8,-4.77
Logic/ Philosophy,Physics,779,35.9,28.55,7.35
Logic/ Philosophy,Polish,23,29.54,37.31,-7.77
Logic/ Philosophy,Portuguese,15,28.71,32.47,-3.76
Logic/ Philosophy,Psychology,3690,27.45,29.93,-2.48
Logic/ Philosophy,Punjabi,0,NA,35.63,NA
Logic/ Philosophy,Religious Studies,272,32.93,35.6,-2.67
Logic/ Philosophy,Russian,69,33.38,28.79,4.59
Logic/ Philosophy,Sociology,2094,24.69,32.88,-8.19
