"subject_1","Grade_1","subject_2","number_students","PPE_TakingSubj2","PPE_NOTTakingSubj2"
"Geology","*","Law",0,"z","z"
"Geology","*","Logic/ Philosophy",0,"z","z"
"Geology","*","Mathematics",46,"z","z"
"Geology","*","Mathematics (Further)",10,"z","z"
"Geology","*","Mathematics (Statistics)",0,"z","z"
"Geology","*","Media/Film/Tv Studies",0,"z","z"
"Geology","*","Modern Greek",0,"z","z"
"Geology","*","Modern Hebrew",0,"z","z"
"Geology","*","Music",4,"z","z"
"Geology","*","Music Technology",0,"z","z"
"Geology","*","Other Classical Languages",0,"z","z"
"Geology","*","Persian",0,"z","z"
"Geology","*","Physical Education/Sports Studies",3,"z","z"
"Geology","*","Physics",23,"z","z"
"Geology","*","Polish",0,"z","z"
"Geology","*","Portuguese",0,"z","z"
"Geology","*","Psychology",3,"z","z"
"Geology","*","Punjabi",0,"z","z"
"Geology","*","Religious Studies",0,"z","z"
"Geology","*","Russian",0,"z","z"
"Geology","*","Sociology",0,"z","z"
"Geology","*","Spanish",1,"z","z"
"Geology","*","Turkish",0,"z","z"
"Geology","*","Urdu",0,"z","z"
"Geology","A","Accounting/Finance",0,"z","z"
"Geology","A","Ancient History",0,"z","z"
"Geology","A","Arabic",0,"z","z"
"Geology","A","Art & Design",3,"z","z"
"Geology","A","Art & Design (3d Studies)",3,"z","z"
"Geology","A","Art & Design (Critical Studies)",0,"z","z"
"Geology","A","Art & Design (Fine Art)",4,"z","z"
"Geology","A","Art & Design (Graphics)",4,"z","z"
"Geology","A","Art & Design (Photography)",1,"z","z"
"Geology","A","Art & Design (Textiles)",1,"z","z"
"Geology","A","Bengali",0,"z","z"
"Geology","A","Biology",103,"z","z"
"Geology","A","Business  Studies:Single",6,"z","z"
"Geology","A","Chemistry",92,"z","z"
"Geology","A","Chinese",1,"z","z"
"Geology","A","Classical Civilisation",3,"z","z"
"Geology","A","Classical Greek",1,"z","z"
"Geology","A","Computer Studies/Computing",6,"z","z"
"Geology","A","D&T Engineering",2,"z","z"
"Geology","A","D&T Product Design",2,"z","z"
"Geology","A","D&T Textiles Technology",0,"z","z"
"Geology","A","Dance",1,"z","z"
"Geology","A","Design & Technology",0,"z","z"
"Geology","A","Drama & Theatre Studies",4,"z","z"
"Geology","A","Economics",8,"z","z"
"Geology","A","Electronics",0,"z","z"
"Geology","A","English Language",4,"z","z"
"Geology","A","English Language & Literature",0,"z","z"
"Geology","A","English Literature",8,"z","z"
"Geology","A","Environmental Science",17,"z","z"
"Geology","A","Film Studies",1,"z","z"
"Geology","A","French",4,"z","z"
"Geology","A","Geography",60,"z","z"
"Geology","A","German",2,"z","z"
"Geology","A","Government & Politics",4,"z","z"
"Geology","A","Gujarati",0,"z","z"
"Geology","A","History",19,"z","z"
"Geology","A","History of Art",1,"z","z"
"Geology","A","Home Economics: Food",0,"z","z"
"Geology","A","Information & Communications Technology",0,"z","z"
"Geology","A","Irish",0,"z","z"
"Geology","A","Italian",0,"z","z"
"Geology","A","Japanese",0,"z","z"
"Geology","A","Latin",0,"z","z"
"Geology","A","Law",0,"z","z"
"Geology","A","Logic/ Philosophy",1,"z","z"
"Geology","A","Mathematics",105,"z","z"
"Geology","A","Mathematics (Further)",17,"z","z"
"Geology","A","Mathematics (Statistics)",0,"z","z"
"Geology","A","Media/Film/Tv Studies",0,"z","z"
"Geology","A","Modern Greek",0,"z","z"
"Geology","A","Modern Hebrew",0,"z","z"
"Geology","A","Music",5,"z","z"
"Geology","A","Music Technology",1,"z","z"
"Geology","A","Other Classical Languages",0,"z","z"
"Geology","A","Persian",0,"z","z"
"Geology","A","Physical Education/Sports Studies",4,"z","z"
"Geology","A","Physics",64,"z","z"
"Geology","A","Polish",0,"z","z"
"Geology","A","Portuguese",0,"z","z"
"Geology","A","Psychology",10,"z","z"
"Geology","A","Punjabi",0,"z","z"
"Geology","A","Religious Studies",3,"z","z"
"Geology","A","Russian",0,"z","z"
"Geology","A","Sociology",3,"z","z"
"Geology","A","Spanish",2,"z","z"
"Geology","A","Turkish",0,"z","z"
"Geology","A","Urdu",0,"z","z"
"Geology","All","Accounting/Finance",3,"27.4","38.67"
"Geology","All","Ancient History",9,"27.55","38.89"
"Geology","All","Arabic",0,NA,"37.11"
"Geology","All","Art & Design",16,"29.04","31.77"
"Geology","All","Art & Design (3d Studies)",14,"27.92","34.73"
"Geology","All","Art & Design (Critical Studies)",0,NA,"36.57"
"Geology","All","Art & Design (Fine Art)",26,"30.95","34.45"
"Geology","All","Art & Design (Graphics)",25,"27.94","33.86"
"Geology","All","Art & Design (Photography)",13,"20.29","29.99"
"Geology","All","Art & Design (Textiles)",6,"33.36","29.57"
"Geology","All","Bengali",0,NA,"34.54"
"Geology","All","Biology",267,"43.39","35.57"
"Geology","All","Business  Studies:Single",47,"31.79","39.59"
"Geology","All","Chemistry",162,"46.58","34.39"
"Geology","All","Chinese",1,"63.79","38.33"
"Geology","All","Classical Civilisation",26,"26.48","32.69"
"Geology","All","Classical Greek",1,"50.06","34.62"
"Geology","All","Computer Studies/Computing",19,"37.01","33.61"
"Geology","All","D&T Engineering",7,"33.63","35.35"
"Geology","All","D&T Product Design",23,"34.41","39.54"
"Geology","All","D&T Textiles Technology",0,NA,"30.05"
"Geology","All","Dance",3,"21.81","29.74"
"Geology","All","Design & Technology",0,NA,"30.23"
"Geology","All","Drama & Theatre Studies",12,"35.12","34.68"
"Geology","All","Economics",30,"31.69","32.96"
"Geology","All","Electronics",1,"44.33","38.89"
"Geology","All","English Language",19,"34.47","34.83"
"Geology","All","English Language & Literature",0,NA,"38.52"
"Geology","All","English Literature",21,"35.19","34.99"
"Geology","All","Environmental Science",138,"26.5","31.57"
"Geology","All","Film Studies",15,"26.95","37"
"Geology","All","French",7,"48.12","38.33"
"Geology","All","Geography",361,"33.05","36.65"
"Geology","All","German",4,"42.8","29.82"
"Geology","All","Government & Politics",15,"38.58","36.45"
"Geology","All","Gujarati",0,NA,"32.08"
"Geology","All","History",55,"29.48","30.11"
"Geology","All","History of Art",3,"36.97","38.21"
"Geology","All","Home Economics: Food",0,NA,"30.5"
"Geology","All","Information & Communications Technology",0,NA,"32.54"
"Geology","All","Irish",0,NA,"33.76"
"Geology","All","Italian",0,NA,"38.15"
"Geology","All","Japanese",0,NA,"36.83"
"Geology","All","Latin",0,NA,"34.54"
"Geology","All","Law",9,"24.48","38.06"
"Geology","All","Logic/ Philosophy",6,"32.7","38.97"
"Geology","All","Mathematics",209,"45.22","33.4"
"Geology","All","Mathematics (Further)",21,"56.71","37.4"
"Geology","All","Mathematics (Statistics)",10,"24","29.62"
"Geology","All","Media/Film/Tv Studies",10,"25.13","38.83"
"Geology","All","Modern Greek",0,NA,"31.91"
"Geology","All","Modern Hebrew",0,NA,"34.52"
"Geology","All","Music",13,"37.18","34.01"
"Geology","All","Music Technology",7,"31.4","35.99"
"Geology","All","Other Classical Languages",0,NA,"39.29"
"Geology","All","Persian",0,NA,"29.98"
"Geology","All","Physical Education/Sports Studies",26,"26.15","30.84"
"Geology","All","Physics",135,"42.55","32.8"
"Geology","All","Polish",0,NA,"35.5"
"Geology","All","Portuguese",0,NA,"33.97"
"Geology","All","Psychology",67,"31.93","36.81"
"Geology","All","Punjabi",0,NA,"31.14"
"Geology","All","Religious Studies",10,"34.38","32.94"
"Geology","All","Russian",0,NA,"33.68"
"Geology","All","Sociology",14,"31.64","37.72"
"Geology","All","Spanish",5,"44.59","35.11"
"Geology","All","Turkish",0,NA,"33.42"
"Geology","All","Urdu",0,NA,"38.15"
"Geology","B","Accounting/Finance",0,"z","z"
"Geology","B","Ancient History",1,"z","z"
"Geology","B","Arabic",0,"z","z"
"Geology","B","Art & Design",7,"z","z"
"Geology","B","Art & Design (3d Studies)",5,"z","z"
"Geology","B","Art & Design (Critical Studies)",0,"z","z"
"Geology","B","Art & Design (Fine Art)",11,"z","z"
"Geology","B","Art & Design (Graphics)",10,"z","z"
"Geology","B","Art & Design (Photography)",5,"z","z"
"Geology","B","Art & Design (Textiles)",4,"z","z"
"Geology","B","Bengali",0,"z","z"
"Geology","B","Biology",177,"z","z"
"Geology","B","Business  Studies:Single",13,"z","z"
"Geology","B","Chemistry",126,"z","z"
"Geology","B","Chinese",1,"z","z"
"Geology","B","Classical Civilisation",10,"z","z"
"Geology","B","Classical Greek",1,"z","z"
"Geology","B","Computer Studies/Computing",9,"z","z"
"Geology","B","D&T Engineering",3,"z","z"
"Geology","B","D&T Product Design",7,"z","z"
"Geology","B","D&T Textiles Technology",0,"z","z"
"Geology","B","Dance",1,"z","z"
"Geology","B","Design & Technology",0,"z","z"
"Geology","B","Drama & Theatre Studies",6,"z","z"
"Geology","B","Economics",12,"z","z"
"Geology","B","Electronics",1,"z","z"
"Geology","B","English Language",11,"z","z"
"Geology","B","English Language & Literature",0,"z","z"
"Geology","B","English Literature",12,"z","z"
"Geology","B","Environmental Science",49,"z","z"
"Geology","B","Film Studies",3,"z","z"
"Geology","B","French",6,"z","z"
"Geology","B","Geography",155,"z","z"
"Geology","B","German",4,"z","z"
"Geology","B","Government & Politics",8,"z","z"
"Geology","B","Gujarati",0,"z","z"
"Geology","B","History",30,"z","z"
"Geology","B","History of Art",1,"z","z"
"Geology","B","Home Economics: Food",0,"z","z"
"Geology","B","Information & Communications Technology",0,"z","z"
"Geology","B","Irish",0,"z","z"
"Geology","B","Italian",0,"z","z"
"Geology","B","Japanese",0,"z","z"
"Geology","B","Latin",0,"z","z"
"Geology","B","Law",1,"z","z"
"Geology","B","Logic/ Philosophy",2,"z","z"
"Geology","B","Mathematics",152,"z","z"
"Geology","B","Mathematics (Further)",20,"z","z"
"Geology","B","Mathematics (Statistics)",2,"z","z"
"Geology","B","Media/Film/Tv Studies",1,"z","z"
"Geology","B","Modern Greek",0,"z","z"
"Geology","B","Modern Hebrew",0,"z","z"
"Geology","B","Music",7,"z","z"
"Geology","B","Music Technology",2,"z","z"
"Geology","B","Other Classical Languages",0,"z","z"
"Geology","B","Persian",0,"z","z"
"Geology","B","Physical Education/Sports Studies",9,"z","z"
"Geology","B","Physics",97,"z","z"
"Geology","B","Polish",0,"z","z"
"Geology","B","Portuguese",0,"z","z"
"Geology","B","Psychology",25,"z","z"
"Geology","B","Punjabi",0,"z","z"
"Geology","B","Religious Studies",6,"z","z"
"Geology","B","Russian",0,"z","z"
"Geology","B","Sociology",5,"z","z"
"Geology","B","Spanish",4,"z","z"
"Geology","B","Turkish",0,"z","z"
"Geology","B","Urdu",0,"z","z"
"Geology","C","Accounting/Finance",1,"z","z"
"Geology","C","Ancient History",4,"z","z"
"Geology","C","Arabic",0,"z","z"
"Geology","C","Art & Design",11,"z","z"
"Geology","C","Art & Design (3d Studies)",7,"z","z"
"Geology","C","Art & Design (Critical Studies)",0,"z","z"
"Geology","C","Art & Design (Fine Art)",18,"z","z"
"Geology","C","Art & Design (Graphics)",16,"z","z"
"Geology","C","Art & Design (Photography)",7,"z","z"
"Geology","C","Art & Design (Textiles)",6,"z","z"
"Geology","C","Bengali",0,"z","z"
"Geology","C","Biology",217,"z","z"
"Geology","C","Business  Studies:Single",24,"z","z"
"Geology","C","Chemistry",144,"z","z"
"Geology","C","Chinese",1,"z","z"
"Geology","C","Classical Civilisation",18,"z","z"
"Geology","C","Classical Greek",1,"z","z"
"Geology","C","Computer Studies/Computing",18,"z","z"
"Geology","C","D&T Engineering",5,"z","z"
"Geology","C","D&T Product Design",15,"z","z"
"Geology","C","D&T Textiles Technology",0,"z","z"
"Geology","C","Dance",1,"z","z"
"Geology","C","Design & Technology",0,"z","z"
"Geology","C","Drama & Theatre Studies",7,"z","z"
"Geology","C","Economics",20,"z","z"
"Geology","C","Electronics",1,"z","z"
"Geology","C","English Language",13,"z","z"
"Geology","C","English Language & Literature",0,"z","z"
"Geology","C","English Literature",14,"z","z"
"Geology","C","Environmental Science",96,"z","z"
"Geology","C","Film Studies",5,"z","z"
"Geology","C","French",6,"z","z"
"Geology","C","Geography",236,"z","z"
"Geology","C","German",4,"z","z"
"Geology","C","Government & Politics",12,"z","z"
"Geology","C","Gujarati",0,"z","z"
"Geology","C","History",36,"z","z"
"Geology","C","History of Art",2,"z","z"
"Geology","C","Home Economics: Food",0,"z","z"
"Geology","C","Information & Communications Technology",0,"z","z"
"Geology","C","Irish",0,"z","z"
"Geology","C","Italian",0,"z","z"
"Geology","C","Japanese",0,"z","z"
"Geology","C","Latin",0,"z","z"
"Geology","C","Law",3,"z","z"
"Geology","C","Logic/ Philosophy",2,"z","z"
"Geology","C","Mathematics",182,"z","z"
"Geology","C","Mathematics (Further)",20,"z","z"
"Geology","C","Mathematics (Statistics)",8,"z","z"
"Geology","C","Media/Film/Tv Studies",3,"z","z"
"Geology","C","Modern Greek",0,"z","z"
"Geology","C","Modern Hebrew",0,"z","z"
"Geology","C","Music",9,"z","z"
"Geology","C","Music Technology",5,"z","z"
"Geology","C","Other Classical Languages",0,"z","z"
"Geology","C","Persian",0,"z","z"
"Geology","C","Physical Education/Sports Studies",17,"z","z"
"Geology","C","Physics",127,"z","z"
"Geology","C","Polish",0,"z","z"
"Geology","C","Portuguese",0,"z","z"
"Geology","C","Psychology",35,"z","z"
"Geology","C","Punjabi",0,"z","z"
"Geology","C","Religious Studies",8,"z","z"
"Geology","C","Russian",0,"z","z"
"Geology","C","Sociology",7,"z","z"
"Geology","C","Spanish",5,"z","z"
"Geology","C","Turkish",0,"z","z"
"Geology","C","Urdu",0,"z","z"
"Geology","D","Accounting/Finance",3,"z","z"
"Geology","D","Ancient History",8,"z","z"
"Geology","D","Arabic",0,"z","z"
"Geology","D","Art & Design",14,"z","z"
"Geology","D","Art & Design (3d Studies)",9,"z","z"
"Geology","D","Art & Design (Critical Studies)",0,"z","z"
"Geology","D","Art & Design (Fine Art)",22,"z","z"
"Geology","D","Art & Design (Graphics)",18,"z","z"
"Geology","D","Art & Design (Photography)",9,"z","z"
"Geology","D","Art & Design (Textiles)",6,"z","z"
"Geology","D","Bengali",0,"z","z"
"Geology","D","Biology",238,"z","z"
"Geology","D","Business  Studies:Single",34,"z","z"
"Geology","D","Chemistry",149,"z","z"
"Geology","D","Chinese",1,"z","z"
"Geology","D","Classical Civilisation",20,"z","z"
"Geology","D","Classical Greek",1,"z","z"
"Geology","D","Computer Studies/Computing",18,"z","z"
"Geology","D","D&T Engineering",6,"z","z"
"Geology","D","D&T Product Design",20,"z","z"
"Geology","D","D&T Textiles Technology",0,"z","z"
"Geology","D","Dance",2,"z","z"
"Geology","D","Design & Technology",0,"z","z"
"Geology","D","Drama & Theatre Studies",11,"z","z"
"Geology","D","Economics",25,"z","z"
"Geology","D","Electronics",1,"z","z"
"Geology","D","English Language",18,"z","z"
"Geology","D","English Language & Literature",0,"z","z"
"Geology","D","English Literature",15,"z","z"
"Geology","D","Environmental Science",127,"z","z"
"Geology","D","Film Studies",14,"z","z"
"Geology","D","French",7,"z","z"
"Geology","D","Geography",318,"z","z"
"Geology","D","German",4,"z","z"
"Geology","D","Government & Politics",14,"z","z"
"Geology","D","Gujarati",0,"z","z"
"Geology","D","History",50,"z","z"
"Geology","D","History of Art",3,"z","z"
"Geology","D","Home Economics: Food",0,"z","z"
"Geology","D","Information & Communications Technology",0,"z","z"
"Geology","D","Irish",0,"z","z"
"Geology","D","Italian",0,"z","z"
"Geology","D","Japanese",0,"z","z"
"Geology","D","Latin",0,"z","z"
"Geology","D","Law",7,"z","z"
"Geology","D","Logic/ Philosophy",6,"z","z"
"Geology","D","Mathematics",196,"z","z"
"Geology","D","Mathematics (Further)",20,"z","z"
"Geology","D","Mathematics (Statistics)",9,"z","z"
"Geology","D","Media/Film/Tv Studies",7,"z","z"
"Geology","D","Modern Greek",0,"z","z"
"Geology","D","Modern Hebrew",0,"z","z"
"Geology","D","Music",12,"z","z"
"Geology","D","Music Technology",6,"z","z"
"Geology","D","Other Classical Languages",0,"z","z"
"Geology","D","Persian",0,"z","z"
"Geology","D","Physical Education/Sports Studies",23,"z","z"
"Geology","D","Physics",139,"z","z"
"Geology","D","Polish",0,"z","z"
"Geology","D","Portuguese",0,"z","z"
"Geology","D","Psychology",58,"z","z"
"Geology","D","Punjabi",0,"z","z"
"Geology","D","Religious Studies",9,"z","z"
"Geology","D","Russian",0,"z","z"
"Geology","D","Sociology",12,"z","z"
"Geology","D","Spanish",5,"z","z"
"Geology","D","Turkish",0,"z","z"
"Geology","D","Urdu",0,"z","z"
"Geology","E","Accounting/Finance",3,"z","z"
"Geology","E","Ancient History",8,"z","z"
"Geology","E","Arabic",0,"z","z"
"Geology","E","Art & Design",15,"z","z"
"Geology","E","Art & Design (3d Studies)",13,"z","z"
"Geology","E","Art & Design (Critical Studies)",0,"z","z"
"Geology","E","Art & Design (Fine Art)",24,"z","z"
"Geology","E","Art & Design (Graphics)",25,"z","z"
"Geology","E","Art & Design (Photography)",13,"z","z"
"Geology","E","Art & Design (Textiles)",6,"z","z"
"Geology","E","Bengali",0,"z","z"
"Geology","E","Biology",268,"z","z"
"Geology","E","Business  Studies:Single",42,"z","z"
"Geology","E","Chemistry",164,"z","z"
"Geology","E","Chinese",1,"z","z"
"Geology","E","Classical Civilisation",25,"z","z"
"Geology","E","Classical Greek",1,"z","z"
"Geology","E","Computer Studies/Computing",18,"z","z"
"Geology","E","D&T Engineering",7,"z","z"
"Geology","E","D&T Product Design",21,"z","z"
"Geology","E","D&T Textiles Technology",0,"z","z"
